"";"comuna";"cut_comuna";"region";"cut_region";"año";"pais";"n";"residencia";"estado"
"7529";"Panguipulli";14108;"Los Ríos";14;2023;"Colombia";5;"Temporal";"Acogidas"
"7530";"Panguipulli";14108;"Los Ríos";14;2023;"Costa Rica";1;"Temporal";"Acogidas"
"7531";"Panguipulli";14108;"Los Ríos";14;2023;"Ecuador";7;"Temporal";"Acogidas"
"7532";"Panguipulli";14108;"Los Ríos";14;2023;"Estados Unidos";1;"Temporal";"Acogidas"
"7533";"Panguipulli";14108;"Los Ríos";14;2023;"Haití";1;"Temporal";"Acogidas"
"7534";"Panguipulli";14108;"Los Ríos";14;2023;"México";1;"Temporal";"Acogidas"
"7535";"Panguipulli";14108;"Los Ríos";14;2023;"Perú";1;"Temporal";"Acogidas"
"7536";"Panguipulli";14108;"Los Ríos";14;2023;"Venezuela";3;"Temporal";"Acogidas"
"7537";"Panquehue";5704;"Valparaíso";5;2023;"Bolivia";5;"Temporal";"Acogidas"
"7538";"Panquehue";5704;"Valparaíso";5;2023;"Colombia";1;"Temporal";"Acogidas"
"7539";"Panquehue";5704;"Valparaíso";5;2023;"Perú";2;"Temporal";"Acogidas"
"7540";"Panquehue";5704;"Valparaíso";5;2023;"Venezuela";1;"Temporal";"Acogidas"
"7541";"Papudo";5403;"Valparaíso";5;2023;"Argentina";3;"Temporal";"Acogidas"
"7542";"Papudo";5403;"Valparaíso";5;2023;"Colombia";7;"Temporal";"Acogidas"
"7543";"Papudo";5403;"Valparaíso";5;2023;"Ecuador";1;"Temporal";"Acogidas"
"7544";"Papudo";5403;"Valparaíso";5;2023;"Suecia";1;"Temporal";"Acogidas"
"7545";"Papudo";5403;"Valparaíso";5;2023;"Venezuela";9;"Temporal";"Acogidas"
"7546";"Paredones";6206;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";1;"Temporal";"Acogidas"
"7547";"Parral";7404;"Maule";7;2023;"Argentina";2;"Temporal";"Acogidas"
"7548";"Parral";7404;"Maule";7;2023;"Bolivia";2;"Temporal";"Acogidas"
"7549";"Parral";7404;"Maule";7;2023;"Brasil";2;"Temporal";"Acogidas"
"7550";"Parral";7404;"Maule";7;2023;"Colombia";6;"Temporal";"Acogidas"
"7551";"Parral";7404;"Maule";7;2023;"Cuba";16;"Temporal";"Acogidas"
"7552";"Parral";7404;"Maule";7;2023;"Ecuador";2;"Temporal";"Acogidas"
"7553";"Parral";7404;"Maule";7;2023;"Perú";2;"Temporal";"Acogidas"
"7554";"Parral";7404;"Maule";7;2023;"Venezuela";5;"Temporal";"Acogidas"
"7555";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Argentina";4;"Temporal";"Acogidas"
"7556";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Bolivia";17;"Temporal";"Acogidas"
"7557";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Brasil";2;"Temporal";"Acogidas"
"7558";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Colombia";78;"Temporal";"Acogidas"
"7559";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Cuba";2;"Temporal";"Acogidas"
"7560";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Ecuador";14;"Temporal";"Acogidas"
"7561";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Haití";133;"Temporal";"Acogidas"
"7562";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Paraguay";2;"Temporal";"Acogidas"
"7563";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Perú";91;"Temporal";"Acogidas"
"7564";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"República Dominicana";21;"Temporal";"Acogidas"
"7565";"Pedro Aguirre Cerda";13121;"Metropolitana de Santiago";13;2023;"Venezuela";108;"Temporal";"Acogidas"
"7566";"Pelarco";7106;"Maule";7;2023;"Bolivia";4;"Temporal";"Acogidas"
"7567";"Pelarco";7106;"Maule";7;2023;"China";1;"Temporal";"Acogidas"
"7568";"Pelarco";7106;"Maule";7;2023;"Perú";1;"Temporal";"Acogidas"
"7569";"Pelarco";7106;"Maule";7;2023;"Venezuela";1;"Temporal";"Acogidas"
"7570";"Pelluhue";7203;"Maule";7;2023;"Colombia";1;"Temporal";"Acogidas"
"7571";"Pelluhue";7203;"Maule";7;2023;"Cuba";1;"Temporal";"Acogidas"
"7572";"Pelluhue";7203;"Maule";7;2023;"Haití";1;"Temporal";"Acogidas"
"7573";"Pelluhue";7203;"Maule";7;2023;"Perú";1;"Temporal";"Acogidas"
"7574";"Pelluhue";7203;"Maule";7;2023;"Venezuela";8;"Temporal";"Acogidas"
"7575";"Pemuco";16105;"Ñuble";16;2023;"México";1;"Temporal";"Acogidas"
"7576";"Pemuco";16105;"Ñuble";16;2023;"Uruguay";1;"Temporal";"Acogidas"
"7577";"Pemuco";16105;"Ñuble";16;2023;"Venezuela";1;"Temporal";"Acogidas"
"7578";"Pencahue";7107;"Maule";7;2023;"Bolivia";4;"Temporal";"Acogidas"
"7579";"Pencahue";7107;"Maule";7;2023;"Cuba";1;"Temporal";"Acogidas"
"7580";"Pencahue";7107;"Maule";7;2023;"España";1;"Temporal";"Acogidas"
"7581";"Pencahue";7107;"Maule";7;2023;"México";1;"Temporal";"Acogidas"
"7582";"Pencahue";7107;"Maule";7;2023;"Perú";1;"Temporal";"Acogidas"
"7583";"Pencahue";7107;"Maule";7;2023;"Venezuela";3;"Temporal";"Acogidas"
"7584";"Penco";8107;"Biobío";8;2023;"Argentina";3;"Temporal";"Acogidas"
"7585";"Penco";8107;"Biobío";8;2023;"Bolivia";1;"Temporal";"Acogidas"
"7586";"Penco";8107;"Biobío";8;2023;"Colombia";9;"Temporal";"Acogidas"
"7587";"Penco";8107;"Biobío";8;2023;"Cuba";1;"Temporal";"Acogidas"
"7588";"Penco";8107;"Biobío";8;2023;"Ecuador";3;"Temporal";"Acogidas"
"7589";"Penco";8107;"Biobío";8;2023;"México";1;"Temporal";"Acogidas"
"7590";"Penco";8107;"Biobío";8;2023;"Perú";1;"Temporal";"Acogidas"
"7591";"Penco";8107;"Biobío";8;2023;"República Dominicana";2;"Temporal";"Acogidas"
"7592";"Penco";8107;"Biobío";8;2023;"Turquía";1;"Temporal";"Acogidas"
"7593";"Penco";8107;"Biobío";8;2023;"Venezuela";29;"Temporal";"Acogidas"
"7594";"Peralillo";6307;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";4;"Temporal";"Acogidas"
"7595";"Peralillo";6307;"Libertador Gral. Bernardo O'Higgins";6;2023;"Ecuador";1;"Temporal";"Acogidas"
"7596";"Peralillo";6307;"Libertador Gral. Bernardo O'Higgins";6;2023;"Paraguay";1;"Temporal";"Acogidas"
"7597";"Peralillo";6307;"Libertador Gral. Bernardo O'Higgins";6;2023;"Países Bajos";1;"Temporal";"Acogidas"
"7598";"Peralillo";6307;"Libertador Gral. Bernardo O'Higgins";6;2023;"Perú";2;"Temporal";"Acogidas"
"7599";"Peralillo";6307;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";13;"Temporal";"Acogidas"
"7600";"Perquenco";9113;"La Araucanía";9;2023;"Bolivia";1;"Temporal";"Acogidas"
"7601";"Petorca";5404;"Valparaíso";5;2023;"Bolivia";2;"Temporal";"Acogidas"
"7602";"Petorca";5404;"Valparaíso";5;2023;"Colombia";2;"Temporal";"Acogidas"
"7603";"Petorca";5404;"Valparaíso";5;2023;"Haití";2;"Temporal";"Acogidas"
"7604";"Petorca";5404;"Valparaíso";5;2023;"Perú";1;"Temporal";"Acogidas"
"7605";"Petorca";5404;"Valparaíso";5;2023;"Venezuela";5;"Temporal";"Acogidas"
"7606";"Peumo";6112;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";4;"Temporal";"Acogidas"
"7607";"Peumo";6112;"Libertador Gral. Bernardo O'Higgins";6;2023;"Cuba";1;"Temporal";"Acogidas"
"7608";"Peumo";6112;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";2;"Temporal";"Acogidas"
"7609";"Peumo";6112;"Libertador Gral. Bernardo O'Higgins";6;2023;"Perú";1;"Temporal";"Acogidas"
"7610";"Peumo";6112;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";4;"Temporal";"Acogidas"
"7611";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Argentina";6;"Temporal";"Acogidas"
"7612";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Bolivia";14;"Temporal";"Acogidas"
"7613";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Colombia";36;"Temporal";"Acogidas"
"7614";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Cuba";1;"Temporal";"Acogidas"
"7615";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Ecuador";12;"Temporal";"Acogidas"
"7616";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"España";1;"Temporal";"Acogidas"
"7617";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Guatemala";2;"Temporal";"Acogidas"
"7618";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Haití";6;"Temporal";"Acogidas"
"7619";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Honduras";1;"Temporal";"Acogidas"
"7620";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"México";2;"Temporal";"Acogidas"
"7621";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Nicaragua";1;"Temporal";"Acogidas"
"7622";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Paraguay";1;"Temporal";"Acogidas"
"7623";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Perú";22;"Temporal";"Acogidas"
"7624";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"República Dominicana";2;"Temporal";"Acogidas"
"7625";"Peñaflor";13605;"Metropolitana de Santiago";13;2023;"Venezuela";45;"Temporal";"Acogidas"
"7626";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Alemania";2;"Temporal";"Acogidas"
"7627";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Argentina";15;"Temporal";"Acogidas"
"7628";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Australia";1;"Temporal";"Acogidas"
"7629";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Bolivia";36;"Temporal";"Acogidas"
"7630";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Brasil";4;"Temporal";"Acogidas"
"7631";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"China";1;"Temporal";"Acogidas"
"7632";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Colombia";179;"Temporal";"Acogidas"
"7633";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Cuba";9;"Temporal";"Acogidas"
"7634";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Ecuador";50;"Temporal";"Acogidas"
"7635";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"España";1;"Temporal";"Acogidas"
"7636";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Estados Unidos";3;"Temporal";"Acogidas"
"7637";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Filipinas";1;"Temporal";"Acogidas"
"7638";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Francia";2;"Temporal";"Acogidas"
"7639";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Haití";25;"Temporal";"Acogidas"
"7640";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Honduras";3;"Temporal";"Acogidas"
"7641";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Italia";1;"Temporal";"Acogidas"
"7642";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"México";5;"Temporal";"Acogidas"
"7643";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Paraguay";3;"Temporal";"Acogidas"
"7644";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Perú";283;"Temporal";"Acogidas"
"7645";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Portugal";2;"Temporal";"Acogidas"
"7646";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"República Dominicana";27;"Temporal";"Acogidas"
"7647";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Rusia";1;"Temporal";"Acogidas"
"7648";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Trinidad y Tobago";1;"Temporal";"Acogidas"
"7649";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Uruguay";2;"Temporal";"Acogidas"
"7650";"Peñalolén";13122;"Metropolitana de Santiago";13;2023;"Venezuela";271;"Temporal";"Acogidas"
"7651";"Pica";1405;"Tarapacá";1;2023;"Argentina";1;"Temporal";"Acogidas"
"7652";"Pica";1405;"Tarapacá";1;2023;"Bolivia";91;"Temporal";"Acogidas"
"7653";"Pica";1405;"Tarapacá";1;2023;"Brasil";1;"Temporal";"Acogidas"
"7654";"Pica";1405;"Tarapacá";1;2023;"Colombia";1;"Temporal";"Acogidas"
"7655";"Pica";1405;"Tarapacá";1;2023;"Cuba";4;"Temporal";"Acogidas"
"7656";"Pica";1405;"Tarapacá";1;2023;"Perú";3;"Temporal";"Acogidas"
"7657";"Pica";1405;"Tarapacá";1;2023;"República Dominicana";3;"Temporal";"Acogidas"
"7658";"Pica";1405;"Tarapacá";1;2023;"Venezuela";3;"Temporal";"Acogidas"
"7659";"Pichidegua";6113;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";5;"Temporal";"Acogidas"
"7660";"Pichidegua";6113;"Libertador Gral. Bernardo O'Higgins";6;2023;"Colombia";3;"Temporal";"Acogidas"
"7661";"Pichidegua";6113;"Libertador Gral. Bernardo O'Higgins";6;2023;"Cuba";1;"Temporal";"Acogidas"
"7662";"Pichidegua";6113;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";2;"Temporal";"Acogidas"
"7663";"Pichidegua";6113;"Libertador Gral. Bernardo O'Higgins";6;2023;"Paraguay";1;"Temporal";"Acogidas"
"7664";"Pichidegua";6113;"Libertador Gral. Bernardo O'Higgins";6;2023;"Perú";3;"Temporal";"Acogidas"
"7665";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Alemania";1;"Temporal";"Acogidas"
"7666";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Argentina";10;"Temporal";"Acogidas"
"7667";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";1;"Temporal";"Acogidas"
"7668";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Brasil";2;"Temporal";"Acogidas"
"7669";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Colombia";10;"Temporal";"Acogidas"
"7670";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Ecuador";1;"Temporal";"Acogidas"
"7671";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"España";3;"Temporal";"Acogidas"
"7672";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Estados Unidos";2;"Temporal";"Acogidas"
"7673";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Francia";1;"Temporal";"Acogidas"
"7674";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";2;"Temporal";"Acogidas"
"7675";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"México";1;"Temporal";"Acogidas"
"7676";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Perú";5;"Temporal";"Acogidas"
"7677";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Suecia";1;"Temporal";"Acogidas"
"7678";"Pichilemu";6201;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";16;"Temporal";"Acogidas"
"7679";"Pinto";16106;"Ñuble";16;2023;"Argentina";3;"Temporal";"Acogidas"
"7680";"Pinto";16106;"Ñuble";16;2023;"Bolivia";7;"Temporal";"Acogidas"
"7681";"Pinto";16106;"Ñuble";16;2023;"Colombia";1;"Temporal";"Acogidas"
"7682";"Pinto";16106;"Ñuble";16;2023;"Venezuela";8;"Temporal";"Acogidas"
"7683";"Pirque";13202;"Metropolitana de Santiago";13;2023;"Colombia";4;"Temporal";"Acogidas"
"7684";"Pirque";13202;"Metropolitana de Santiago";13;2023;"España";1;"Temporal";"Acogidas"
"7685";"Pirque";13202;"Metropolitana de Santiago";13;2023;"Guatemala";1;"Temporal";"Acogidas"
"7686";"Pirque";13202;"Metropolitana de Santiago";13;2023;"Países Bajos";1;"Temporal";"Acogidas"
"7687";"Pirque";13202;"Metropolitana de Santiago";13;2023;"Perú";4;"Temporal";"Acogidas"
"7688";"Pirque";13202;"Metropolitana de Santiago";13;2023;"Venezuela";4;"Temporal";"Acogidas"
"7689";"Pitrufquén";9114;"La Araucanía";9;2023;"Colombia";5;"Temporal";"Acogidas"
"7690";"Pitrufquén";9114;"La Araucanía";9;2023;"Ecuador";2;"Temporal";"Acogidas"
"7691";"Pitrufquén";9114;"La Araucanía";9;2023;"Haití";2;"Temporal";"Acogidas"
"7692";"Pitrufquén";9114;"La Araucanía";9;2023;"México";2;"Temporal";"Acogidas"
"7693";"Pitrufquén";9114;"La Araucanía";9;2023;"Rusia";1;"Temporal";"Acogidas"
"7694";"Pitrufquén";9114;"La Araucanía";9;2023;"Venezuela";10;"Temporal";"Acogidas"
"7695";"Placilla";6308;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";23;"Temporal";"Acogidas"
"7696";"Placilla";6308;"Libertador Gral. Bernardo O'Higgins";6;2023;"Colombia";2;"Temporal";"Acogidas"
"7697";"Placilla";6308;"Libertador Gral. Bernardo O'Higgins";6;2023;"Cuba";1;"Temporal";"Acogidas"
"7698";"Placilla";6308;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";1;"Temporal";"Acogidas"
"7699";"Placilla";6308;"Libertador Gral. Bernardo O'Higgins";6;2023;"México";1;"Temporal";"Acogidas"
"7700";"Placilla";6308;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";5;"Temporal";"Acogidas"
"7701";"Porvenir";12301;"Magallanes y de la Antártica Chilena";12;2023;"Argentina";6;"Temporal";"Acogidas"
"7702";"Porvenir";12301;"Magallanes y de la Antártica Chilena";12;2023;"Colombia";46;"Temporal";"Acogidas"
"7703";"Porvenir";12301;"Magallanes y de la Antártica Chilena";12;2023;"Ecuador";11;"Temporal";"Acogidas"
"7704";"Porvenir";12301;"Magallanes y de la Antártica Chilena";12;2023;"Paraguay";1;"Temporal";"Acogidas"
"7705";"Porvenir";12301;"Magallanes y de la Antártica Chilena";12;2023;"Perú";2;"Temporal";"Acogidas"
"7706";"Porvenir";12301;"Magallanes y de la Antártica Chilena";12;2023;"Venezuela";5;"Temporal";"Acogidas"
"7707";"Pozo Almonte";1401;"Tarapacá";1;2023;"Argentina";1;"Temporal";"Acogidas"
"7708";"Pozo Almonte";1401;"Tarapacá";1;2023;"Bolivia";186;"Temporal";"Acogidas"
"7709";"Pozo Almonte";1401;"Tarapacá";1;2023;"Brasil";2;"Temporal";"Acogidas"
"7710";"Pozo Almonte";1401;"Tarapacá";1;2023;"Colombia";10;"Temporal";"Acogidas"
"7711";"Pozo Almonte";1401;"Tarapacá";1;2023;"Cuba";5;"Temporal";"Acogidas"
"7712";"Pozo Almonte";1401;"Tarapacá";1;2023;"Ecuador";5;"Temporal";"Acogidas"
"7713";"Pozo Almonte";1401;"Tarapacá";1;2023;"Perú";13;"Temporal";"Acogidas"
"7714";"Pozo Almonte";1401;"Tarapacá";1;2023;"Venezuela";16;"Temporal";"Acogidas"
"7715";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Alemania";11;"Temporal";"Acogidas"
"7716";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Argentina";63;"Temporal";"Acogidas"
"7717";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Australia";1;"Temporal";"Acogidas"
"7718";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Austria";1;"Temporal";"Acogidas"
"7719";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Bolivia";11;"Temporal";"Acogidas"
"7720";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Brasil";35;"Temporal";"Acogidas"
"7721";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Bulgaria";1;"Temporal";"Acogidas"
"7722";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Bélgica";2;"Temporal";"Acogidas"
"7723";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Canadá";3;"Temporal";"Acogidas"
"7724";"Providencia";13123;"Metropolitana de Santiago";13;2023;"China";10;"Temporal";"Acogidas"
"7725";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Colombia";77;"Temporal";"Acogidas"
"7726";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Corea del Sur";2;"Temporal";"Acogidas"
"7727";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Costa Rica";7;"Temporal";"Acogidas"
"7728";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Cuba";11;"Temporal";"Acogidas"
"7729";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Ecuador";27;"Temporal";"Acogidas"
"7730";"Providencia";13123;"Metropolitana de Santiago";13;2023;"España";28;"Temporal";"Acogidas"
"7731";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Estados Unidos";15;"Temporal";"Acogidas"
"7732";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Filipinas";1;"Temporal";"Acogidas"
"7733";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Francia";12;"Temporal";"Acogidas"
"7734";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Grecia";1;"Temporal";"Acogidas"
"7735";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Guatemala";1;"Temporal";"Acogidas"
"7736";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Haití";2;"Temporal";"Acogidas"
"7737";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Honduras";1;"Temporal";"Acogidas"
"7738";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Hungría";1;"Temporal";"Acogidas"
"7739";"Providencia";13123;"Metropolitana de Santiago";13;2023;"India";11;"Temporal";"Acogidas"
"7740";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Indonesia";2;"Temporal";"Acogidas"
"7741";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Irán";2;"Temporal";"Acogidas"
"7742";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Italia";4;"Temporal";"Acogidas"
"7743";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Japón";4;"Temporal";"Acogidas"
"7744";"Providencia";13123;"Metropolitana de Santiago";13;2023;"México";13;"Temporal";"Acogidas"
"7745";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Nicaragua";1;"Temporal";"Acogidas"
"7746";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Otro país";1;"Temporal";"Acogidas"
"7747";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Paraguay";2;"Temporal";"Acogidas"
"7748";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Países Bajos";2;"Temporal";"Acogidas"
"7749";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Perú";208;"Temporal";"Acogidas"
"7750";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Polonia";1;"Temporal";"Acogidas"
"7751";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Portugal";3;"Temporal";"Acogidas"
"7752";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Reino Unido";2;"Temporal";"Acogidas"
"7753";"Providencia";13123;"Metropolitana de Santiago";13;2023;"República Dominicana";4;"Temporal";"Acogidas"
"7754";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Rusia";4;"Temporal";"Acogidas"
"7755";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Suiza";1;"Temporal";"Acogidas"
"7756";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Turquía";1;"Temporal";"Acogidas"
"7757";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Uruguay";5;"Temporal";"Acogidas"
"7758";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Venezuela";87;"Temporal";"Acogidas"
"7759";"Providencia";13123;"Metropolitana de Santiago";13;2023;"Vietnam";2;"Temporal";"Acogidas"
"7760";"Puchuncaví";5105;"Valparaíso";5;2023;"Argentina";3;"Temporal";"Acogidas"
"7761";"Puchuncaví";5105;"Valparaíso";5;2023;"Brasil";2;"Temporal";"Acogidas"
"7762";"Puchuncaví";5105;"Valparaíso";5;2023;"Colombia";13;"Temporal";"Acogidas"
"7763";"Puchuncaví";5105;"Valparaíso";5;2023;"Cuba";1;"Temporal";"Acogidas"
"7764";"Puchuncaví";5105;"Valparaíso";5;2023;"Perú";6;"Temporal";"Acogidas"
"7765";"Puchuncaví";5105;"Valparaíso";5;2023;"República Dominicana";1;"Temporal";"Acogidas"
"7766";"Puchuncaví";5105;"Valparaíso";5;2023;"Venezuela";13;"Temporal";"Acogidas"
"7767";"Pucón";9115;"La Araucanía";9;2023;"Argentina";17;"Temporal";"Acogidas"
"7768";"Pucón";9115;"La Araucanía";9;2023;"Bolivia";5;"Temporal";"Acogidas"
"7769";"Pucón";9115;"La Araucanía";9;2023;"Brasil";4;"Temporal";"Acogidas"
"7770";"Pucón";9115;"La Araucanía";9;2023;"Colombia";15;"Temporal";"Acogidas"
"7771";"Pucón";9115;"La Araucanía";9;2023;"Corea del Sur";1;"Temporal";"Acogidas"
"7772";"Pucón";9115;"La Araucanía";9;2023;"Cuba";2;"Temporal";"Acogidas"
"7773";"Pucón";9115;"La Araucanía";9;2023;"Dinamarca";1;"Temporal";"Acogidas"
"7774";"Pucón";9115;"La Araucanía";9;2023;"Eslovenia";1;"Temporal";"Acogidas"
"7775";"Pucón";9115;"La Araucanía";9;2023;"España";1;"Temporal";"Acogidas"
"7776";"Pucón";9115;"La Araucanía";9;2023;"Estados Unidos";2;"Temporal";"Acogidas"
"7777";"Pucón";9115;"La Araucanía";9;2023;"Francia";3;"Temporal";"Acogidas"
"7778";"Pucón";9115;"La Araucanía";9;2023;"Haití";2;"Temporal";"Acogidas"
"7779";"Pucón";9115;"La Araucanía";9;2023;"México";2;"Temporal";"Acogidas"
"7780";"Pucón";9115;"La Araucanía";9;2023;"Perú";1;"Temporal";"Acogidas"
"7781";"Pucón";9115;"La Araucanía";9;2023;"Reino Unido";1;"Temporal";"Acogidas"
"7782";"Pucón";9115;"La Araucanía";9;2023;"República Dominicana";1;"Temporal";"Acogidas"
"7783";"Pucón";9115;"La Araucanía";9;2023;"Rusia";2;"Temporal";"Acogidas"
"7784";"Pucón";9115;"La Araucanía";9;2023;"Venezuela";14;"Temporal";"Acogidas"
"7785";"Pudahuel";13124;"Metropolitana de Santiago";13;2023;"Argentina";17;"Temporal";"Acogidas"
"7786";"Pudahuel";13124;"Metropolitana de Santiago";13;2023;"Australia";1;"Temporal";"Acogidas"
"7787";"Pudahuel";13124;"Metropolitana de Santiago";13;2023;"Bolivia";28;"Temporal";"Acogidas"
"7788";"Pudahuel";13124;"Metropolitana de Santiago";13;2023;"Brasil";3;"Temporal";"Acogidas"
"7789";"Pudahuel";13124;"Metropolitana de Santiago";13;2023;"China";8;"Temporal";"Acogidas"
"7790";"Pudahuel";13124;"Metropolitana de Santiago";13;2023;"Colombia";175;"Temporal";"Acogidas"
