cut_comuna;comuna;cut_region;region;opciones;votos
15202;General Lagos;15;Arica y Parinacota;APRUEBO;92
15202;General Lagos;15;Arica y Parinacota;RECHAZO;648
15202;General Lagos;15;Arica y Parinacota;VOTOS EN BLANCO;4
15202;General Lagos;15;Arica y Parinacota;VOTOS NULOS;19
15201;Putre;15;Arica y Parinacota;APRUEBO;602
15201;Putre;15;Arica y Parinacota;RECHAZO;1983
15201;Putre;15;Arica y Parinacota;VOTOS EN BLANCO;12
15201;Putre;15;Arica y Parinacota;VOTOS NULOS;35
16102;Bulnes;16;Ñuble;APRUEBO;4087
16102;Bulnes;16;Ñuble;RECHAZO;13865
16102;Bulnes;16;Ñuble;VOTOS EN BLANCO;140
16102;Bulnes;16;Ñuble;VOTOS NULOS;263
16101;Chillán;16;Ñuble;APRUEBO;42861
16101;Chillán;16;Ñuble;RECHAZO;92845
16101;Chillán;16;Ñuble;VOTOS EN BLANCO;702
16101;Chillán;16;Ñuble;VOTOS NULOS;1785
16103;Chillán Viejo;16;Ñuble;APRUEBO;6182
16103;Chillán Viejo;16;Ñuble;RECHAZO;15036
16103;Chillán Viejo;16;Ñuble;VOTOS EN BLANCO;105
16103;Chillán Viejo;16;Ñuble;VOTOS NULOS;294
16202;Cobquecura;16;Ñuble;APRUEBO;1219
16202;Cobquecura;16;Ñuble;RECHAZO;3776
16202;Cobquecura;16;Ñuble;VOTOS EN BLANCO;28
16202;Cobquecura;16;Ñuble;VOTOS NULOS;65
16203;Coelemu;16;Ñuble;APRUEBO;3238
16203;Coelemu;16;Ñuble;RECHAZO;10110
16203;Coelemu;16;Ñuble;VOTOS EN BLANCO;81
16203;Coelemu;16;Ñuble;VOTOS NULOS;153
16302;Coihueco;16;Ñuble;APRUEBO;3415
16302;Coihueco;16;Ñuble;RECHAZO;17294
16302;Coihueco;16;Ñuble;VOTOS EN BLANCO;114
16302;Coihueco;16;Ñuble;VOTOS NULOS;235
16104;El Carmen;16;Ñuble;APRUEBO;2056
16104;El Carmen;16;Ñuble;RECHAZO;8679
16104;El Carmen;16;Ñuble;VOTOS EN BLANCO;66
16104;El Carmen;16;Ñuble;VOTOS NULOS;115
16204;Ninhue;16;Ñuble;APRUEBO;1015
16204;Ninhue;16;Ñuble;RECHAZO;3944
16204;Ninhue;16;Ñuble;VOTOS EN BLANCO;32
16204;Ninhue;16;Ñuble;VOTOS NULOS;99
16303;Ñiquén;16;Ñuble;APRUEBO;1674
16303;Ñiquén;16;Ñuble;RECHAZO;7919
16303;Ñiquén;16;Ñuble;VOTOS EN BLANCO;48
16303;Ñiquén;16;Ñuble;VOTOS NULOS;123
16105;Pemuco;16;Ñuble;APRUEBO;1698
16105;Pemuco;16;Ñuble;RECHAZO;5519
16105;Pemuco;16;Ñuble;VOTOS EN BLANCO;41
16105;Pemuco;16;Ñuble;VOTOS NULOS;94
16106;Pinto;16;Ñuble;APRUEBO;1759
16106;Pinto;16;Ñuble;RECHAZO;8774
16106;Pinto;16;Ñuble;VOTOS EN BLANCO;60
16106;Pinto;16;Ñuble;VOTOS NULOS;125
16205;Portezuelo;16;Ñuble;APRUEBO;1172
16205;Portezuelo;16;Ñuble;RECHAZO;3666
16205;Portezuelo;16;Ñuble;VOTOS EN BLANCO;27
16205;Portezuelo;16;Ñuble;VOTOS NULOS;61
16107;Quillón;16;Ñuble;APRUEBO;3242
16107;Quillón;16;Ñuble;RECHAZO;11185
16107;Quillón;16;Ñuble;VOTOS EN BLANCO;128
16107;Quillón;16;Ñuble;VOTOS NULOS;184
16201;Quirihue;16;Ñuble;APRUEBO;2346
16201;Quirihue;16;Ñuble;RECHAZO;6964
16201;Quirihue;16;Ñuble;VOTOS EN BLANCO;62
16201;Quirihue;16;Ñuble;VOTOS NULOS;150
16206;Ranquil;16;Ñuble;APRUEBO;1203
16206;Ranquil;16;Ñuble;RECHAZO;3899
16206;Ranquil;16;Ñuble;VOTOS EN BLANCO;28
16206;Ranquil;16;Ñuble;VOTOS NULOS;77
16301;San Carlos;16;Ñuble;APRUEBO;8835
16301;San Carlos;16;Ñuble;RECHAZO;32613
16301;San Carlos;16;Ñuble;VOTOS EN BLANCO;222
16301;San Carlos;16;Ñuble;VOTOS NULOS;585
16304;San Fabián;16;Ñuble;APRUEBO;1193
16304;San Fabián;16;Ñuble;RECHAZO;3110
16304;San Fabián;16;Ñuble;VOTOS EN BLANCO;26
16304;San Fabián;16;Ñuble;VOTOS NULOS;53
16108;San Ignacio;16;Ñuble;APRUEBO;2357
16108;San Ignacio;16;Ñuble;RECHAZO;10947
16108;San Ignacio;16;Ñuble;VOTOS EN BLANCO;61
16108;San Ignacio;16;Ñuble;VOTOS NULOS;146
16305;San Nicolás;16;Ñuble;APRUEBO;2488
16305;San Nicolás;16;Ñuble;RECHAZO;8294
16305;San Nicolás;16;Ñuble;VOTOS EN BLANCO;68
16305;San Nicolás;16;Ñuble;VOTOS NULOS;145
16207;Treguaco;16;Ñuble;APRUEBO;1191
16207;Treguaco;16;Ñuble;RECHAZO;4132
16207;Treguaco;16;Ñuble;VOTOS EN BLANCO;31
16207;Treguaco;16;Ñuble;VOTOS NULOS;43
16109;Yungay;16;Ñuble;APRUEBO;4206
16109;Yungay;16;Ñuble;RECHAZO;10207
16109;Yungay;16;Ñuble;VOTOS EN BLANCO;115
16109;Yungay;16;Ñuble;VOTOS NULOS;229
