"";"cut_comuna";"comuna";"cut_region";"region";"delitos_aumento_2a";"delitos_aumento_3a";"delitos_aumento_5a";"delitos_aumento_10a"
"184";9110;"Melipeuco";9;"La Araucanía";1,27947598253275;1,23628691983122;1,26839826839827;0,890577507598784
"185";9111;"Nueva Imperial";9;"La Araucanía";1,19215938303342;0,94354018311292;0,895702559150169;0,898305084745763
"186";9112;"Padre Las Casas";9;"La Araucanía";1,16392092257002;1,25321507760532;1,04088397790055;0,85792349726776
"187";9113;"Perquenco";9;"La Araucanía";0,841075794621027;0,756043956043956;0,725738396624473;1,38709677419355
"188";9114;"Pitrufquén";9;"La Araucanía";1,38255033557047;1,46693794506612;1,20367278797997;1,26491228070175
"189";9115;"Pucón";9;"La Araucanía";0,889402341343192;1,29752808988764;0,949046679815911;1,02740213523132
"190";9116;"Saavedra";9;"La Araucanía";1,57739557739558;1,53221957040573;1,34309623430962;1,00943396226415
"191";9117;"Teodoro Schmidt";9;"La Araucanía";1,34813499111901;1,26079734219269;1,1859375;1,03688524590164
"192";9118;"Toltén";9;"La Araucanía";1,07481296758105;1,26764705882353;0,993087557603687;0,888659793814433
"193";9119;"Vilcún";9;"La Araucanía";1,32470119521912;1,37396694214876;1,34072580645161;1,08482871125612
"194";9120;"Villarrica";9;"La Araucanía";1,41615620214395;1,51536255632937;1,25773546412785;1,20058422590068
"195";9121;"Cholchol";9;"La Araucanía";1,09414225941423;1,10570824524313;1,0630081300813;0,769117647058824
"196";9201;"Angol";9;"La Araucanía";1,05032712632109;0,976602714085166;0,830151153540175;0,674531351001939
"197";9202;"Collipulli";9;"La Araucanía";1,15281276238455;0,98705966930266;0,853325046612803;0,676688023656974
"198";9203;"Curacautín";9;"La Araucanía";0,88785046728972;1,01604278074866;0,923450789793439;0,914560770156438
"199";9204;"Ercilla";9;"La Araucanía";0,806215722120658;0,99548532731377;0,590361445783133;0,743676222596965
"200";9205;"Lonquimay";9;"La Araucanía";1,05818965517241;1,08869179600887;0,807565789473684;1,3830985915493
"201";9206;"Los Sauces";9;"La Araucanía";0,951406649616368;1,02197802197802;0,96875;0,826666666666667
"202";9207;"Lumaco";9;"La Araucanía";1,50865051903114;1,65779467680608;1,11224489795918;0,863366336633663
"203";9208;"Purén";9;"La Araucanía";1,24685138539043;1,07608695652174;0,988023952095808;0,798387096774194
"204";9209;"Renaico";9;"La Araucanía";1,09019607843137;1,13701431492843;0,931323283082077;1,00724637681159
"205";9210;"Traiguén";9;"La Araucanía";1,41238670694864;1,23677248677249;1,04120267260579;1,0021436227224
"206";9211;"Victoria";9;"La Araucanía";1,02673492605233;1,03497706422018;0,768412090251171;0,830266789328427
"207";10101;"Puerto Montt";10;"Los Lagos";1,18400169370971;1,61477609831897;1,03536977491961;1,1308864265928
"208";10102;"Calbuco";10;"Los Lagos";1,071907957814;1,12588116817724;0,794034090909091;0,837139648071883
"209";10103;"Cochamó";10;"Los Lagos";1,05376344086022;1,33333333333333;1,10734463276836;1,2484076433121
"210";10104;"Fresia";10;"Los Lagos";1,44409448818898;1,60877192982456;0,97037037037037;1,21456953642384
"211";10105;"Frutillar";10;"Los Lagos";1,52565707133917;1,46163069544365;1,25025641025641;1,1823472356935
"212";10106;"Los Muermos";10;"Los Lagos";1,16100443131462;1,31438127090301;1,14912280701754;0,879194630872483
"213";10107;"Llanquihue";10;"Los Lagos";1,35327635327635;1,62671232876712;1,56078860898138;1,51757188498403
"214";10108;"Maullín";10;"Los Lagos";1,24035608308605;1,46409807355517;1,17746478873239;1,14363885088919
"215";10109;"Puerto Varas";10;"Los Lagos";1,07066993464052;1,21230342275671;0,904729030031067;0,887571960717914
"216";10201;"Castro";10;"Los Lagos";1,49544211485871;1,4390350877193;1,25420489296636;0,796552561301287
"217";10202;"Ancud";10;"Los Lagos";0,884632320563628;0,843763124737505;0,641648035771319;0,475728155339806
"218";10203;"Chonchi";10;"Los Lagos";1,03324468085106;0,972465581977472;1,33505154639175;1,13430656934307
"219";10204;"Curaco de Vélez";10;"Los Lagos";0,926605504587156;0,990196078431373;0,980582524271845;0,63125
"220";10205;"Dalcahue";10;"Los Lagos";1,53418803418803;1,46830265848671;1,48347107438017;0,869249394673123
"221";10206;"Puqueldón";10;"Los Lagos";1,46534653465347;1,08029197080292;1,37037037037037;0,762886597938144
"222";10207;"Queilén";10;"Los Lagos";1,10714285714286;1,43814432989691;1,78846153846154;0,917763157894737
"223";10208;"Quellón";10;"Los Lagos";0,960896767466111;0,886483886483886;1,12446613788896;0,620956873315364
"224";10209;"Quemchi";10;"Los Lagos";1,16822429906542;1,33689839572193;0,980392156862745;0,679347826086957
"225";10210;"Quinchao";10;"Los Lagos";0,937677053824363;1,01533742331288;0,996987951807229;0,738839285714286
"226";10301;"Osorno";10;"Los Lagos";1,25286123032904;1,47556866048863;1,17721518987342;0,930246968221652
"227";10302;"Puerto Octay";10;"Los Lagos";1,38728323699422;1,06194690265487;1,12941176470588;1,08108108108108
"228";10303;"Purranque";10;"Los Lagos";1,22826086956522;1,33115183246073;0,963068181818182;0,857504215851602
"229";10304;"Puyehue";10;"Los Lagos";1,28686868686869;1,24657534246575;0,965151515151515;1,21797323135755
"230";10305;"Río Negro";10;"Los Lagos";1,19175627240143;1,51136363636364;1,14655172413793;0,977941176470588
"231";10306;"San Juan de la Costa";10;"Los Lagos";1,46428571428571;1,42895442359249;1,24824355971897;1,16885964912281
"232";10307;"San Pablo";10;"Los Lagos";1,29145728643216;1;0,944852941176471;1,03838383838384
"233";10401;"Chaitén";10;"Los Lagos";1,7265625;1,07281553398058;0,859922178988327;0,827715355805243
"234";10402;"Futaleufú";10;"Los Lagos";1,5531914893617;0,869047619047619;0,890243902439024;1,25862068965517
"235";10403;"Hualaihué";10;"Los Lagos";1,41911764705882;1,60833333333333;1,22669491525424;0,98135593220339
"236";10404;"Palena";10;"Los Lagos";0,858974358974359;0,985294117647059;0,971014492753623;0,817073170731707
"237";11101;"Coihaique";11;"Aysén del General Carlos Ibáñez del Campo";1,0178716490658;0,88833746898263;0,749401913875598;0,45713243341846
"238";11102;"Lago Verde";11;"Aysén del General Carlos Ibáñez del Campo";0,885245901639344;0,805970149253731;1,6875;1,54285714285714
"239";11201;"Aisén";11;"Aysén del General Carlos Ibáñez del Campo";1,10312944523471;1,09148486980999;0,965152457996266;0,784919028340081
"240";11202;"Cisnes";11;"Aysén del General Carlos Ibáñez del Campo";0,696296296296296;1,175;1,03296703296703;1,08670520231214
"241";11203;"Guaitecas";11;"Aysén del General Carlos Ibáñez del Campo";1,82481751824818;2,08333333333333;1,37362637362637;2,35849056603774
"242";11301;"Cochrane";11;"Aysén del General Carlos Ibáñez del Campo";1,02452316076294;1,31929824561404;1,29209621993127;2,04347826086957
"243";11302;"O'Higgins";11;"Aysén del General Carlos Ibáñez del Campo";0,689655172413793;0,909090909090909;0,952380952380952;0,465116279069767
